lsoa_code,borough,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,imd_score,imd_quintile,status,timestamp,lsoa_name,processing_time
E01001667,Greenwich,80,10.707244873046877,6.0333251953125,11.164229508504548,0.0,48.614501953125,1.7547607421875,17.28515625,42.578,Q5_Most,completed,2025-08-10T00:06:51.394736,Greenwich 036B,35.01678657531738
E01001668,Greenwich,80,5.9725189208984375,0.89111328125,9.100976173182923,0.0,38.726806640625,0.177001953125,8.89739990234375,26.89,Q3,completed,2025-08-10T00:07:10.133264,Greenwich 036C,18.73452854156494
E01001669,Greenwich,80,9.547576904296877,5.8074951171875,10.315411437346285,0.01220703125,40.68603515625,1.32293701171875,14.90020751953125,27.835,Q4,completed,2025-08-10T00:07:26.949698,Greenwich 033A,16.81143307685852
E01001671,Greenwich,80,21.80091857910156,20.8740234375,9.629937939947382,6.292724609375,42.889404296875,14.20135498046875,28.106689453125,22.947,Q3,completed,2025-08-10T00:07:39.429705,Greenwich 033B,12.474998712539673
E01001672,Greenwich,80,0.6037139892578125,0.0274658203125,1.457741748780406,0.0,7.75146484375,0.0,0.3448486328125,27.142,Q3,completed,2025-08-10T00:07:53.885017,Greenwich 006A,14.451313734054564
E01001673,Greenwich,80,2.393646240234375,0.848388671875,3.543160578314543,0.0,17.022705078125,0.09002685546875,3.2958984375,35.883,Q5_Most,completed,2025-08-10T00:08:12.491609,Greenwich 006B,18.6025938987732
E01001674,Greenwich,80,5.099411010742188,1.4129638671875,6.471646365494665,0.0,21.148681640625,0.10223388671875,9.10491943359375,22.128,Q3,completed,2025-08-10T00:08:27.315130,Greenwich 006C,14.819521188735962
E01001675,Greenwich,80,1.4087677001953125,0.0946044921875,3.313960997821076,0.0,17.022705078125,0.006103515625,0.6195068359375,28.69,Q4,completed,2025-08-10T00:08:37.085649,Greenwich 006D,9.764533758163452
E01001676,Greenwich,80,7.381134033203125,5.5267333984375,6.44500744523997,0.006103515625,21.7529296875,1.48468017578125,12.4114990234375,28.338,Q4,completed,2025-08-10T00:08:46.247640,Greenwich 033C,9.157991409301758
E01001677,Greenwich,80,2.2370147705078125,0.4364013671875,4.102320032752917,0.0,17.88330078125,0.079345703125,1.84478759765625,19.733,Q2,completed,2025-08-10T00:08:56.507728,Greenwich 006E,10.256098985671995
E01001678,Greenwich,0,,,,,,,,14.09,Q1_Least,no_data,2025-08-10T00:09:01.021533,Greenwich 017A,4.509256362915039
E01001679,Greenwich,80,19.5831298828125,19.415283203125,5.671824119407962,3.30810546875,33.7890625,15.9210205078125,23.3245849609375,13.493,Q1_Least,completed,2025-08-10T00:09:18.576665,Greenwich 020A,17.544134378433228
E01001680,Greenwich,80,36.99073791503906,37.2894287109375,11.430106764327189,14.5263671875,60.33935546875,26.8218994140625,45.48492431640625,8.857,Q1_Least,completed,2025-08-10T00:09:39.373191,Greenwich 020B,20.79252576828003
E01001681,Greenwich,80,10.416259765625,8.7066650390625,7.993676839703228,0.01220703125,24.6826171875,3.36761474609375,17.99774169921875,18.3,Q2,completed,2025-08-10T00:09:51.522883,Greenwich 020C,12.142691612243652
E01001682,Greenwich,80,27.878570556640625,27.83203125,13.167044791873575,3.1005859375,72.22900390625,17.010498046875,35.467529296875,18.224,Q2,completed,2025-08-10T00:10:11.332006,Greenwich 020D,19.80311918258667
E01001683,Greenwich,80,12.456130981445312,11.9171142578125,7.509605501111656,0.445556640625,24.6826171875,6.11572265625,18.66455078125,22.811,Q3,completed,2025-08-10T00:10:20.331913,Greenwich 017B,8.993917226791382
E01001684,Greenwich,80,27.98797607421875,32.379150390625,18.33913526750952,0.341796875,60.02197265625,8.55255126953125,43.2861328125,24.72,Q3,completed,2025-08-10T00:10:40.109050,Greenwich 017C,19.771137952804565
E01001685,Greenwich,80,20.10971069335937,19.2138671875,10.470305671283706,0.96435546875,40.68603515625,12.36572265625,26.15509033203125,17.339,Q2,completed,2025-08-10T00:10:49.978188,Greenwich 017D,9.859138011932371
E01001686,Greenwich,80,13.1768798828125,11.0137939453125,8.293707784568268,2.67333984375,34.393310546875,6.54754638671875,19.7967529296875,20.534,Q2,completed,2025-08-10T00:11:08.196922,Greenwich 020E,18.21173620223999
E01001687,Greenwich,80,19.013214111328125,22.86376953125,12.492390021410063,0.5859375,50.57373046875,6.74285888671875,28.0853271484375,35.651,Q5_Most,completed,2025-08-10T00:11:26.594140,Greenwich 002A,18.390256643295288
E01001688,Greenwich,80,18.25889587402344,16.607666015625,10.217039770452006,0.03662109375,42.938232421875,11.8499755859375,23.4710693359375,26.616,Q3,completed,2025-08-10T00:11:48.947406,Greenwich 002B,22.34727430343628
E01001690,Greenwich,80,22.154541015625,23.30322265625,10.18206362172184,2.886962890625,43.81103515625,15.9423828125,28.192138671875,29.707,Q4,completed,2025-08-10T00:12:04.682732,Greenwich 001A,15.728328704833984
E01001692,Greenwich,80,26.00013732910156,27.08740234375,11.763579601135824,0.0,50.592041015625,19.22760009765625,34.27734375,30.003,Q4,completed,2025-08-10T00:12:17.506197,Greenwich 001B,12.81845474243164
E01001693,Greenwich,80,19.85435485839844,20.928955078125,10.919136074686264,1.873779296875,43.81103515625,9.97161865234375,27.47802734375,33.676,Q4,completed,2025-08-10T00:12:27.149024,Greenwich 001C,9.636830806732178
E01001694,Greenwich,80,32.0513916015625,29.1046142578125,16.762723397671166,0.0,77.825927734375,20.64208984375,40.80352783203125,23.21,Q3,completed,2025-08-10T00:12:41.370028,Greenwich 001D,14.21450924873352
E01001695,Greenwich,80,3.735427856445313,1.9195556640625,4.39757352996059,0.0,16.241455078125,0.10528564453125,5.85479736328125,36.783,Q5_Most,completed,2025-08-10T00:12:53.818085,Greenwich 011A,12.442057132720947
E01001696,Greenwich,80,13.257598876953123,12.841796875,9.882195456045892,0.0,44.4091796875,7.5714111328125,17.52471923828125,36.797,Q5_Most,completed,2025-08-10T00:13:14.221414,Greenwich 011B,20.397329568862915
E01001697,Greenwich,80,7.581253051757812,4.2449951171875,7.82742582471877,0.0,32.769775390625,0.91400146484375,12.19635009765625,33.943,Q5_Most,completed,2025-08-10T00:13:30.736303,Greenwich 011C,16.506887197494507
E01001698,Greenwich,80,6.6934967041015625,4.534912109375,4.965801702570482,0.06103515625,19.3115234375,3.1005859375,9.95025634765625,29.548,Q4,completed,2025-08-10T00:13:42.730030,Greenwich 015A,11.985727548599243
E01001699,Greenwich,80,14.956893920898438,14.07470703125,10.805391468679126,0.0,40.374755859375,5.84716796875,22.49755859375,24.705,Q3,completed,2025-08-10T00:14:00.200974,Greenwich 015B,17.465944528579712
E01001700,Greenwich,80,4.6468353271484375,1.4678955078125,6.663095794858718,0.0,38.2568359375,0.54473876953125,7.489013671875,31.145,Q4,completed,2025-08-10T00:14:09.893426,Greenwich 011D,9.6864492893219
E01001701,Greenwich,80,23.35029602050781,20.1202392578125,13.549847514926826,3.350830078125,76.385498046875,13.4307861328125,30.72967529296875,29.43,Q4,completed,2025-08-10T00:14:25.856315,Greenwich 015C,15.956889390945436
E01001702,Greenwich,80,9.129257202148438,7.440185546875,5.304157946232984,1.751708984375,25.25634765625,5.4473876953125,11.59210205078125,37.853,Q5_Most,completed,2025-08-10T00:14:37.066697,Greenwich 015D,11.204888105392456
E01001703,Greenwich,80,4.11712646484375,2.435302734375,4.031115042197992,0.0,14.886474609375,0.65765380859375,7.373046875,31.821,Q4,completed,2025-08-10T00:14:46.398470,Greenwich 011E,9.326780080795288
E01001704,Greenwich,80,10.33843994140625,5.45654296875,9.67068947453912,0.0,38.2568359375,2.58636474609375,19.04144287109375,23.517,Q3,completed,2025-08-10T00:14:55.229001,Greenwich 011F,8.825523376464844
E01001706,Greenwich,80,12.072372436523438,7.53173828125,10.194418845333804,0.341796875,36.4013671875,3.77349853515625,18.5150146484375,39.488,Q5_Most,completed,2025-08-10T00:15:09.473889,Greenwich 005B,14.237895965576172
E01001708,Greenwich,80,16.777114868164062,17.9473876953125,8.794994643445827,0.341796875,42.803955078125,11.83929443359375,21.2432861328125,20.619,Q2,completed,2025-08-10T00:15:20.456673,Greenwich 005C,10.977790117263794
E01001709,Greenwich,80,10.823440551757812,7.183837890625,11.046010417982314,0.0,41.436767578125,0.57373046875,17.80242919921875,37.34,Q5_Most,completed,2025-08-10T00:15:44.124060,Greenwich 004B,23.659868955612183
E01001711,Greenwich,80,5.332565307617188,2.4658203125,8.151850567208136,0.0,54.638671875,0.30059814453125,6.805419921875,27.849,Q4,completed,2025-08-10T00:16:07.310425,Greenwich 004C,23.181365966796875
E01001712,Greenwich,80,7.128448486328125,5.609130859375,7.275376657498156,0.0,29.547119140625,0.9490966796875,9.7625732421875,31.332,Q4,completed,2025-08-10T00:16:28.313483,Greenwich 004D,20.997058629989624
E01001713,Greenwich,80,5.35400390625,4.7943115234375,5.256909979522573,0.0,25.677490234375,0.94757080078125,7.061767578125,37.076,Q5_Most,completed,2025-08-10T00:16:49.417048,Greenwich 005E,21.09856629371643
E01032567,Greenwich,80,9.6038818359375,5.816650390625,9.165452969146546,0.01220703125,30.87158203125,1.8096923828125,15.3533935546875,18.752,Q2,completed,2025-08-10T00:17:00.479451,Greenwich 033D,11.05688214302063
E01033726,Greenwich,80,20.70274353027344,17.083740234375,13.057826770201109,1.434326171875,68.182373046875,12.01171875,26.519775390625,33.551,Q4,completed,2025-08-10T00:17:17.816615,Greenwich 034E,17.33016848564148
E01033727,Greenwich,80,12.062911987304688,7.049560546875,14.42953718933244,0.0,62.872314453125,0.396728515625,17.2637939453125,19.531,Q2,completed,2025-08-10T00:17:41.094756,Greenwich 035B,23.27213740348816
E01033728,Greenwich,80,13.976669311523438,7.2113037109375,18.45270591452316,0.0,85.53466796875,1.51519775390625,17.6177978515625,9.263,Q1_Least,completed,2025-08-10T00:17:55.896317,Greenwich 035C,14.79556965827942
E01033729,Greenwich,80,31.403121948242188,25.006103515625,18.327057787087945,3.643798828125,79.40673828125,18.26019287109375,43.1793212890625,25.081,Q3,completed,2025-08-10T00:18:15.931478,Greenwich 030E,20.02916193008423
E01033730,Greenwich,80,3.179931640625,0.3814697265625,7.521230084626032,0.0,52.752685546875,0.0396728515625,2.29339599609375,17.399,Q2,completed,2025-08-10T00:18:36.153909,Greenwich 035D,20.2164409160614
E01033731,Greenwich,80,12.604141235351562,10.400390625,12.9073342249959,0.0,51.66015625,0.89874267578125,21.307373046875,11.694,Q1_Least,completed,2025-08-10T00:18:59.759558,Greenwich 004E,23.59813165664673
E01033732,Greenwich,80,19.594802856445312,11.8408203125,18.52295296692097,0.0,67.51708984375,6.41937255859375,28.533935546875,25.75,Q3,completed,2025-08-10T00:19:25.528918,Greenwich 036D,25.76335287094116
E01033733,Greenwich,80,18.77471923828125,11.6455078125,19.36259274540937,0.0,67.083740234375,4.4647216796875,27.56805419921875,14.648,Q2,completed,2025-08-10T00:19:46.854319,Greenwich 036E,21.319397687911987
E01033734,Greenwich,80,22.19482421875,21.2615966796875,12.419543114897849,0.0,52.294921875,13.78021240234375,31.396484375,15.647,Q2,completed,2025-08-10T00:20:09.435186,Greenwich 004F,22.57586908340454
E01033735,Greenwich,80,8.35418701171875,6.5643310546875,9.505836417619374,0.0,44.4091796875,2.178955078125,10.0677490234375,27.791,Q4,completed,2025-08-10T00:20:28.544087,Greenwich 004G,19.103376865386963
E01033736,Greenwich,80,13.117294311523438,9.6588134765625,13.402883934037725,0.0,56.103515625,0.8056640625,20.5047607421875,10.5,Q1_Least,completed,2025-08-10T00:20:49.049343,Greenwich 004H,20.50125408172608
E01033737,Greenwich,80,5.4773712158203125,3.2958984375,6.109482000052221,0.0,30.40771484375,0.47760009765625,9.2742919921875,33.761,Q4,completed,2025-08-10T00:21:04.901022,Greenwich 004I,15.846678733825684
E01033738,Greenwich,77,8.160638189935066,5.584716796875,6.803041082311273,0.0,25.9765625,2.3193359375,13.995361328125,22.299,Q3,completed,2025-08-10T00:21:25.752664,Greenwich 037D,20.8466317653656
E01033739,Greenwich,80,31.716384887695312,32.147216796875,18.0833900805392,0.079345703125,78.289794921875,21.917724609375,44.232177734375,19.084,Q2,completed,2025-08-10T00:21:48.906902,Greenwich 002E,23.147737741470337
E01033740,Greenwich,80,21.328125,20.367431640625,12.704522262188824,0.286865234375,65.673828125,9.8480224609375,29.24652099609375,20.316,Q2,completed,2025-08-10T00:22:03.271439,Greenwich 002F,14.359537363052368
E01033741,Greenwich,80,23.249053955078125,23.37646484375,7.4358868326454655,6.55517578125,39.74609375,18.048095703125,28.54461669921875,19.599,Q2,completed,2025-08-10T00:22:20.038628,Greenwich 002G,16.757189989089966
E01033742,Greenwich,80,21.85821533203125,20.050048828125,13.26970220716197,0.1708984375,57.70263671875,13.0340576171875,29.57611083984375,13.105,Q1_Least,completed,2025-08-10T00:22:36.292320,Greenwich 007F,16.245684385299683
E01033744,Greenwich,80,21.12998962402344,19.952392578125,12.381442823974004,0.30517578125,58.123779296875,13.2415771484375,28.8665771484375,29.363,Q4,completed,2025-08-10T00:22:47.356249,Greenwich 007G,11.057410717010498
E01033745,Greenwich,80,22.208175659179688,18.1396484375,19.172787811448195,0.0,69.598388671875,6.5399169921875,30.8074951171875,22.101,Q3,completed,2025-08-10T00:23:04.977959,Greenwich 002I,17.61570930480957
E01033746,Greenwich,80,4.905548095703125,2.655029296875,5.706713342444857,0.0,24.163818359375,0.24261474609375,8.056640625,21.824,Q3,completed,2025-08-10T00:23:17.809596,Greenwich 038E,12.825637817382812
E01001714,Hackney,80,14.410934448242188,9.5458984375,14.961741148033394,0.006103515625,70.5078125,4.33349609375,15.93475341796875,44.248,Q5_Most,completed,2025-08-10T00:23:43.372103,Hackney 002A,25.557509183883667
E01001716,Hackney,80,12.739105224609377,8.9019775390625,13.93698206339983,0.860595703125,92.364501953125,5.73577880859375,13.916015625,37.112,Q5_Most,completed,2025-08-10T00:24:06.882510,Hackney 007B,23.5054132938385
E01001717,Hackney,80,15.95733642578125,14.9688720703125,10.208350341423456,0.0,34.66796875,7.04193115234375,24.859619140625,27.475,Q4,completed,2025-08-10T00:24:19.238547,Hackney 007C,12.350036859512327
E01001718,Hackney,80,8.581771850585938,4.815673828125,8.791177995385645,0.0,32.110595703125,1.4404296875,14.71710205078125,20.149,Q2,completed,2025-08-10T00:24:40.449985,Hackney 007D,21.20543885231018
E01001720,Hackney,80,4.9282073974609375,0.3631591796875,9.159708746395792,0.0,49.713134765625,0.0,5.56488037109375,19.773,Q2,completed,2025-08-10T00:24:51.413696,Hackney 007F,10.958710432052612
E01001722,Hackney,36,13.661024305555555,11.6943359375,12.044927915151558,0.030517578125,43.10302734375,2.17437744140625,23.2574462890625,31.702,Q4,completed,2025-08-10T00:25:06.418600,Hackney 029A,14.9953715801239
E01001723,Hackney,0,,,,,,,,22.842,Q3,no_data,2025-08-10T00:25:11.460353,Hackney 006A,5.035759925842285
E01001724,Hackney,80,6.3050079345703125,2.9296875,7.944962752510451,0.0,34.99755859375,0.177001953125,10.2203369140625,25.324,Q3,completed,2025-08-10T00:25:29.529659,Hackney 006B,18.063302516937256
E01001725,Hackney,80,19.053955078125,17.81005859375,13.304981368163205,0.0,53.387451171875,7.94830322265625,28.14788818359375,26.575,Q3,completed,2025-08-10T00:25:46.561148,Hackney 004A,17.026495933532715
E01001726,Hackney,80,20.47454833984375,18.46923828125,13.467554035851776,0.18310546875,66.9677734375,11.62261962890625,30.54351806640625,32.84,Q4,completed,2025-08-10T00:25:57.262176,Hackney 004B,10.695028305053713
E01001727,Hackney,66,25.462849934895832,22.784423828125,14.92632770055095,4.78515625,55.96923828125,12.6068115234375,36.29302978515625,22.608,Q3,completed,2025-08-10T00:26:15.509097,Hackney 006C,18.2419216632843
E01001728,Hackney,60,14.863382975260416,12.664794921875,10.344127173456416,0.445556640625,43.10302734375,6.1737060546875,21.9268798828125,30.577,Q4,completed,2025-08-10T00:26:30.354783,Hackney 029B,14.841156721115112
E01001729,Hackney,80,10.41534423828125,4.7943115234375,14.511731088076004,0.0,86.7919921875,0.21514892578125,13.8916015625,42.01,Q5_Most,completed,2025-08-10T00:26:52.020878,Hackney 019A,21.66058778762817
E01001730,Hackney,80,11.901092529296877,7.9742431640625,11.85028690260269,0.0,50.335693359375,2.48260498046875,19.10400390625,45.752,Q5_Most,completed,2025-08-10T00:27:05.610180,Hackney 019B,13.58330535888672
E01001731,Hackney,80,6.923751831054688,1.40380859375,9.609592486346722,0.0,43.597412109375,0.1220703125,14.874267578125,31.157,Q4,completed,2025-08-10T00:27:21.558372,Hackney 017A,15.941198348999023
E01001732,Hackney,77,16.654512479707794,17.291259765625,9.870422966118689,0.0,43.597412109375,8.111572265625,24.945068359375,39.137,Q5_Most,completed,2025-08-10T00:27:42.153415,Hackney 019C,20.58752918243408
E01001733,Hackney,80,5.832977294921875,1.03759765625,9.060306446742516,0.0,44.891357421875,0.048828125,8.9813232421875,32.404,Q4,completed,2025-08-10T00:27:55.245645,Hackney 015A,13.086718797683716
E01001734,Hackney,80,19.346160888671875,14.58740234375,15.913311908278644,0.0,53.47900390625,5.64117431640625,31.231689453125,36.255,Q5_Most,completed,2025-08-10T00:28:18.445790,Hackney 017B,23.192636251449585
E01001735,Hackney,80,18.7347412109375,16.30859375,15.637225017790383,0.0,55.706787109375,4.35638427734375,30.59539794921875,35.185,Q5_Most,completed,2025-08-10T00:28:32.583932,Hackney 019D,14.133507013320925
E01001736,Hackney,80,18.23516845703125,13.128662109375,15.265047974769782,0.0,54.217529296875,7.18536376953125,23.3551025390625,21.541,Q3,completed,2025-08-10T00:28:45.075297,Hackney 012A,12.485365390777588
E01001737,Hackney,80,19.782485961914062,15.899658203125,15.558435884965562,0.653076171875,71.44775390625,6.73828125,30.05523681640625,24.573,Q3,completed,2025-08-10T00:29:00.691802,Hackney 012B,15.60949158668518
E01001738,Hackney,80,5.419769287109375,0.433349609375,7.832058265275572,0.0,26.800537109375,0.0,9.2437744140625,22.939,Q3,completed,2025-08-10T00:29:11.973264,Hackney 012C,11.27546525001526
E01001739,Hackney,80,9.275588989257812,5.9356689453125,9.92399565652296,0.0,36.187744140625,0.7354736328125,14.83612060546875,25.798,Q3,completed,2025-08-10T00:29:22.672965,Hackney 012D,10.691392421722412
E01001740,Hackney,80,13.794097900390623,11.8194580078125,10.645437725868048,0.0,49.90234375,5.38177490234375,20.4315185546875,43.901,Q5_Most,completed,2025-08-10T00:29:32.921550,Hackney 014A,10.24059271812439
E01001741,Hackney,80,15.002212524414062,7.9742431640625,16.335890689271228,0.0,54.217529296875,2.75115966796875,23.35052490234375,17.772,Q2,completed,2025-08-10T00:29:45.484763,Hackney 009A,12.558214902877808
E01001742,Hackney,80,22.792282104492188,15.899658203125,18.60174146071449,0.0,67.999267578125,6.9122314453125,42.96417236328125,28.995,Q4,completed,2025-08-10T00:29:56.267432,Hackney 008A,10.775667667388916
E01001744,Hackney,80,8.875503540039062,4.2236328125,10.962232378806847,0.0,45.64208984375,0.76446533203125,13.59100341796875,32.017,Q4,completed,2025-08-10T00:30:18.901298,Hackney 021B,22.6253502368927
E01001745,Hackney,80,8.196029663085938,5.865478515625,8.610410008668016,0.0,33.599853515625,0.518798828125,14.0350341796875,36.826,Q5_Most,completed,2025-08-10T00:30:34.661997,Hackney 016A,15.754699945449827
E01001746,Hackney,42,26.840645926339285,29.2633056640625,15.771553219526284,1.507568359375,52.264404296875,13.0645751953125,38.02642822265625,35.266,Q5_Most,completed,2025-08-10T00:30:46.308140,Hackney 016B,11.639129161834717
E01001747,Hackney,80,0.9645843505859376,0.0,3.788287049480787,0.0,29.632568359375,0.0,0.0701904296875,31.063,Q4,completed,2025-08-10T00:31:06.651527,Hackney 014B,20.33685278892517
E01001748,Hackney,80,2.929916381835937,0.1861572265625,5.042184820098175,0.0,24.285888671875,0.0,4.30908203125,32.844,Q4,completed,2025-08-10T00:31:22.707078,Hackney 020A,16.051021575927734
E01001749,Hackney,80,8.46435546875,6.7138671875,7.230130577731839,0.0,30.09033203125,2.5604248046875,12.6678466796875,31.098,Q4,completed,2025-08-10T00:31:38.994983,Hackney 020B,16.28139591217041
E01001750,Hackney,80,11.553115844726562,6.1767578125,11.97867752150172,0.0,54.205322265625,3.41796875,16.53900146484375,36.039,Q5_Most,completed,2025-08-10T00:32:05.458930,Hackney 021C,26.458536386489868
E01001751,Hackney,80,13.194122314453123,5.35888671875,12.89843976140219,0.0,42.694091796875,1.67999267578125,23.69842529296875,18.737,Q2,completed,2025-08-10T00:32:22.938385,Hackney 021D,17.47349238395691
E01001752,Hackney,80,6.7610931396484375,2.215576171875,12.14385632951153,0.0,75.628662109375,0.3265380859375,7.6995849609375,26.838,Q3,completed,2025-08-10T00:32:47.743080,Hackney 025A,24.797687292099
E01001753,Hackney,80,9.690322875976562,6.9000244140625,9.45813387902226,0.0,42.71240234375,2.13775634765625,14.9017333984375,35.92,Q5_Most,completed,2025-08-10T00:33:04.425324,Hackney 025B,16.674230098724365
E01001754,Hackney,80,7.3976898193359375,3.912353515625,8.837227371985403,0.0,43.2373046875,2.56500244140625,8.62274169921875,31.459,Q4,completed,2025-08-10T00:33:21.113307,Hackney 025C,16.68299126625061
E01001755,Hackney,80,10.490341186523438,4.23583984375,11.46401162449123,0.0,47.125244140625,3.021240234375,16.3604736328125,40.073,Q5_Most,completed,2025-08-10T00:33:38.597164,Hackney 025D,17.47936248779297
E01001756,Hackney,80,5.699615478515625,1.85546875,8.557640135237065,0.0,34.521484375,0.0,8.056640625,23.435,Q3,completed,2025-08-10T00:34:01.442652,Hackney 021E,22.8384861946106
E01001757,Hackney,80,15.212631225585938,13.3392333984375,11.635163222901287,0.0,50.59814453125,7.049560546875,19.85626220703125,31.873,Q4,completed,2025-08-10T00:34:13.825212,Hackney 016C,12.376391172409058
E01001758,Hackney,80,14.958038330078123,12.7105712890625,12.333672307937665,0.0,46.09375,4.5074462890625,24.80926513671875,38.882,Q5_Most,completed,2025-08-10T00:34:36.935732,Hackney 016D,23.1045196056366
E01001759,Hackney,80,21.253890991210938,19.9310302734375,11.8194397367971,2.2216796875,54.8583984375,12.16888427734375,29.327392578125,28.934,Q4,completed,2025-08-10T00:34:50.440368,Hackney 016E,13.499635219573976
E01001760,Hackney,80,15.947113037109377,10.6689453125,15.323408580641445,0.0,68.646240234375,3.363037109375,24.65362548828125,39.233,Q5_Most,completed,2025-08-10T00:35:05.069847,Hackney 017C,14.62347149848938
E01001761,Hackney,80,14.910888671875,12.0361328125,12.01471636360028,0.0,47.98583984375,4.79736328125,24.11041259765625,47.161,Q5_Most,completed,2025-08-10T00:35:21.648080,Hackney 016F,16.57223343849182
E01001762,Hackney,80,7.520599365234375,2.3193359375,15.7857617328131,0.0,78.86962890625,0.1800537109375,6.6925048828125,27.09,Q3,completed,2025-08-10T00:35:37.674751,Hackney 017D,16.021679162979126
E01001763,Hackney,80,10.087051391601562,4.986572265625,14.44558333296433,0.054931640625,91.943359375,2.87322998046875,10.46905517578125,22.12,Q3,completed,2025-08-10T00:35:51.301047,Hackney 020C,13.617305517196655
E01001764,Hackney,3,,,,,,,,28.73,Q4,insufficient,2025-08-10T00:35:58.092053,Hackney 010A,6.785986423492432
E01001765,Hackney,80,26.9500732421875,28.0426025390625,15.02689776813618,0.0,59.954833984375,14.06402587890625,36.3525390625,43.409,Q5_Most,completed,2025-08-10T00:36:09.239291,Hackney 010B,11.142242670059204
E01001767,Hackney,80,13.579254150390623,10.9588623046875,10.907576395905888,0.0,47.47314453125,4.5806884765625,18.9971923828125,33.95,Q5_Most,completed,2025-08-10T00:36:24.164533,Hackney 010D,14.91724967956543
E01001768,Hackney,26,,,,,,,,24.277,Q3,insufficient,2025-08-10T00:36:30.209311,Hackney 006D,6.038787603378296
E01001769,Hackney,34,1.9676657284007355,0.897216796875,2.838057559428295,0.0,11.614990234375,0.0,2.30255126953125,26.759,Q3,completed,2025-08-10T00:36:40.973038,Hackney 006E,10.758695840835571
E01001770,Hackney,80,11.597900390625,8.380126953125,10.6729411099524,0.0,43.73779296875,3.4271240234375,17.49114990234375,34.261,Q5_Most,completed,2025-08-10T00:37:14.183030,Hackney 010E,33.2039999961853
E01001772,Hackney,80,18.09150695800781,15.9912109375,11.74259239890132,0.0,59.19189453125,8.50067138671875,27.05078125,41.78,Q5_Most,completed,2025-08-10T00:37:33.463777,Hackney 024A,19.27375340461731
E01001773,Hackney,80,11.7694091796875,7.4859619140625,11.75857810762716,0.0,49.688720703125,3.1982421875,17.2882080078125,38.205,Q5_Most,completed,2025-08-10T00:37:52.486712,Hackney 025E,19.01791739463806
E01001774,Hackney,80,13.336944580078123,8.6456298828125,14.336996077574549,0.2685546875,79.571533203125,4.11376953125,17.43927001953125,28.204,Q4,completed,2025-08-10T00:38:17.707084,Hackney 024B,25.214370250701904
E01001775,Hackney,80,12.283935546875,10.369873046875,9.04882655317662,0.0,34.759521484375,4.3731689453125,19.0704345703125,39.266,Q5_Most,completed,2025-08-10T00:38:37.758404,Hackney 024C,20.04382586479187
E01001776,Hackney,80,4.09393310546875,3.912353515625,0.9820263125038295,2.777099609375,5.670166015625,3.167724609375,4.94232177734375,45.938,Q5_Most,completed,2025-08-10T00:38:49.030415,Hackney 025F,11.26549482345581
E01001777,Hackney,80,2.1552276611328125,0.286865234375,4.012344469619376,0.0,25.262451171875,0.0,2.9296875,34.27,Q5_Most,completed,2025-08-10T00:39:11.073454,Hackney 027B,22.03804636001587
E01001779,Hackney,80,8.647537231445312,5.2398681640625,10.624040255858484,0.0,37.4267578125,0.37078857421875,13.04473876953125,30.639,Q4,completed,2025-08-10T00:39:30.524088,Hackney 026A,19.445637464523315
E01001780,Hackney,80,5.992202758789063,0.40283203125,10.283783448145064,0.0,39.300537109375,0.0,5.97686767578125,37.728,Q5_Most,completed,2025-08-10T00:39:55.857149,Hackney 027D,25.3280668258667
E01001781,Hackney,80,18.698043823242188,17.364501953125,14.162628878527958,0.15869140625,60.919189453125,6.38885498046875,25.7080078125,44.66,Q5_Most,completed,2025-08-10T00:40:13.451893,Hackney 026B,17.586756467819214
E01001782,Hackney,80,5.965347290039063,2.18505859375,11.130245993892872,0.0,60.919189453125,0.6134033203125,4.64630126953125,21.076,Q3,completed,2025-08-10T00:40:36.420400,Hackney 026C,22.961987018585205
E01001783,Hackney,80,15.434036254882812,14.3310546875,12.277980582572528,0.0,42.034912109375,2.66876220703125,25.25177001953125,38.594,Q5_Most,completed,2025-08-10T00:40:49.040701,Hackney 026D,12.61030125617981
E01001784,Hackney,80,11.016387939453123,10.791015625,8.717530869407874,0.0,38.83056640625,3.2073974609375,16.71142578125,26.639,Q3,completed,2025-08-10T00:41:04.033800,Hackney 027E,14.986105680465698
E01001785,Hackney,80,17.708053588867188,10.41259765625,18.516544367346192,0.0,62.481689453125,0.17242431640625,36.0809326171875,30.74,Q4,completed,2025-08-10T00:41:27.385751,Hackney 015B,23.343960523605347
E01001786,Hackney,80,41.593780517578125,45.8709716796875,20.12432673018822,0.0,83.477783203125,26.44195556640625,58.39385986328125,37.939,Q5_Most,completed,2025-08-10T00:41:52.096904,Hackney 013A,24.70415997505188
E01001787,Hackney,80,50.0677490234375,51.7791748046875,16.32204268187876,7.427978515625,87.353515625,38.006591796875,61.4044189453125,43.42,Q5_Most,completed,2025-08-10T00:42:07.348624,Hackney 013B,15.244725465774536
E01001788,Hackney,80,54.49440002441406,55.9967041015625,9.501645780287127,31.512451171875,73.614501953125,48.5992431640625,62.017822265625,42.475,Q5_Most,completed,2025-08-10T00:42:26.385351,Hackney 013C,19.030733823776245
E01001789,Hackney,61,39.51536084784836,38.885498046875,21.68223036462372,7.427978515625,79.364013671875,20.892333984375,56.8115234375,27.673,Q4,completed,2025-08-10T00:42:40.725826,Hackney 015C,14.335463047027588
